x,y
0.000000001,-15.123551201108
0.100000001,-3.322110652017
0.200000001,-2.322120088927
0.300000001,-1.737229137617
0.400000001,-1.322016732347
0.500000001,-0.999999997118
0.600000001,-0.737091279514
0.700000001,-0.514578364608
0.800000001,-0.321984690728
0.900000001,-0.151893985149
1.000000001,0
1.100000001,0.137427894081
1.200000001,0.263085103219
1.300000001,0.378567705076
1.400000001,0.485451307443
1.500000001,0.584893112599
1.600000001,0.678196896871
1.700000001,0.76565853099
1.800000001,0.848103529658
1.900000001,0.926066970182
2.000000001,1.000000000721
2.100000001,1.070578406023
2.200000001,1.137685183723
2.300000001,1.201797946367
2.400000001,1.263168348652
2.500000001,1.322016736527
2.600000001,1.378537088595
2.700000001,1.433193634316
2.800000001,1.485646130562
2.900000001,1.536249370878
3.000000001,1.585126956919
3.100000001,1.632390145581
3.200000001,1.678139426607
3.300000001,1.722465859299
3.400000001,1.76578582616
3.500000001,1.80758216083
3.600000001,1.848193474472
3.700000001,1.887683569054
3.800000001,1.926111062369
3.900000001,1.963529931165
4.000000001,2.000279931946
4.100000001,2.035880561354
4.200000001,2.07061746937
4.300000001,2.104530577709
4.400000001,2.137657012453
4.500000001,2.170031357397
4.600000001,2.201685879742
4.700000001,2.232945245656
4.800000001,2.263292613787
4.900000001,2.293009237535
